UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
200341,"R",3310,"R",1628,"R",138,"R",3310,"R",1628,"R",138,"R",3310,"R",1628,"R",138,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3900,"R",1628,"R",5528,"R",4353,"R",1628,"R",5981,"R",4140,"R",1628,"R",5768,"R",3310,"R",1628,"R",4938,.,.,"R",3900,"R",1628,"R",5528,"R",4353,"R",1628,"R",5981,"R",4140,"R",1628,"R",5768,"R",3310,"R",1628,"R",4938,.,.,"R",3900,"R",1628,"R",5528,"R",4353,"R",1628,"R",5981,"R",4140,"R",1628,"R",5768,"R",3310,"R",1628,"R",4938,.,.,"R",1100,"R",1100,"R",1100,"R",1100,"R",8088,"R",8188,"R",8056,"R",8581,"R",3400,"R",3400,"R",3400,"R",3400,"R",11164,"R",11164,"R",11164,"R",11164,"R",3400,"R",3400,"R",3400,"R",3400,"R",2508,"R",2508,"R",2508,"R",2508
200466,"R",3600,"R",410,"R",125,"R",3600,"R",410,"R",125,"R",3600,"R",410,"R",125,"R",6300,"R",410,"R",350,"R",6300,"R",410,"R",350,"R",6300,"R",410,"R",350,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3600,"R",410,"R",4010,"R",3600,"R",410,"R",4010,"R",3600,"R",410,"R",4010,"R",3600,"R",410,"R",4010,.,.,"R",3600,"R",410,"R",4010,"R",3600,"R",410,"R",4010,"R",3600,"R",410,"R",4010,"R",3600,"R",410,"R",4010,.,.,"R",3600,"R",410,"R",4010,"R",3600,"R",410,"R",4010,"R",3600,"R",410,"R",4010,"R",3600,"R",410,"R",4010,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",5546,"R",5546,"R",5850,"R",5850,"R",3500,"R",3500,"R",3530,"R",3530,"R",7416,"R",7416,"R",8820,"R",8820,"R",3500,"R",3500,"R",3530,"R",3530,"R",3500,"R",3500,"R",3530,"R",3530
200484,"R",16066,"R",2696,"R",555,"R",16066,"R",2696,"R",555,"R",16066,"R",2696,"R",555,"R",12600,"R",540,"R",525,"R",12600,"R",540,"R",525,"R",12600,"R",540,"R",525,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14848,"R",2492,"R",17340,"R",15144,"R",2542,"R",17686,"R",15598,"R",2618,"R",18216,"R",16066,"R",2696,"R",18762,.,.,"R",14848,"R",2492,"R",17340,"R",15144,"R",2542,"R",17686,"R",15598,"R",2618,"R",18216,"R",16066,"R",2696,"R",18762,.,.,"R",14848,"R",2492,"R",17340,"R",15144,"R",2542,"R",17686,"R",15598,"R",2618,"R",18216,"R",16066,"R",2696,"R",18762,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",7286,"R",6436,"R",6758,"R",7282,"R",3850,"R",3850,"R",3850,"R",4500,"R",8300,"R",8300,"R",8300,"R",8300,"R",5150,"R",5150,"R",5150,"R",5150,"R",2750,"R",2750,"R",2750,"R",2750
200527,"R",2040,"R",586,"R",99,"R",2040,"R",586,"R",99,"R",2040,"R",586,"R",99,"R",3600,"R",364,"A",.,"R",3600,"R",364,"A",.,"R",3600,"R",364,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1776,"R",474,"R",2250,"R",1776,"R",562,"R",2338,"R",1920,"R",562,"R",2482,"R",2040,"R",586,"R",2626,.,.,"R",1776,"R",474,"R",2250,"R",1776,"R",562,"R",2338,"R",1920,"R",562,"R",2482,"R",2040,"R",586,"R",2626,.,.,"R",1776,"R",474,"R",2250,"R",1776,"R",562,"R",2338,"R",1920,"R",562,"R",2482,"R",2040,"R",586,"R",2626,.,.,"R",400,"R",400,"R",400,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6374,"R",6374,"R",6000,"R",6000,"R",8650,"R",8650,"R",10500,"R",10500,"R",5550,"R",5550,"R",7900,"R",7900
200554,"R",3220,"R",1032,"R",158,"R",3220,"R",1032,"R",158,"R",3220,"R",1032,"R",158,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3220,"R",1032,"R",4252,"R",3220,"R",1032,"R",4252,"R",3220,"R",1032,"R",4252,"R",3220,"R",1032,"R",4252,.,.,"R",3220,"R",1032,"R",4252,"R",3220,"R",1032,"R",4252,"R",3220,"R",1032,"R",4252,"R",3220,"R",1032,"R",4252,.,.,"R",3220,"R",1032,"R",4252,"R",3220,"R",1032,"R",4252,"R",3220,"R",1032,"R",4252,"R",3220,"R",1032,"R",4252,.,.,"R",1400,"R",1400,"R",1400,"R",1400,"R",5100,"R",5100,"R",5100,"R",7168,"R",2070,"R",2070,"R",2070,"R",2070,"R",5360,"R",5360,"R",5360,"R",6300,"R",1600,"R",1600,"R",1600,"R",2350,"R",1200,"R",1200,"R",1200,"R",1950
200572,"R",6619,"R",1895,"R",221,"R",6619,"R",1895,"R",221,"R",11583,"R",1895,"R",386,"R",6605,"R",1421,"R",367,"R",6605,"R",1421,"R",367,"R",6605,"R",1421,"R",367,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6119,"R",1823,"R",7942,"R",6364,"R",1831,"R",8195,"R",6619,"R",1839,"R",8458,"R",6619,"R",1895,"R",8514,.,.,"R",6119,"R",1823,"R",7942,"R",6364,"R",1831,"R",8195,"R",6619,"R",1839,"R",8458,"R",6619,"R",1895,"R",8514,.,.,"R",10709,"R",1823,"R",12532,"R",11138,"R",1831,"R",12969,"R",11583,"R",1839,"R",13422,"R",11583,"R",1895,"R",13478,.,.,"R",1100,"R",1100,"R",1100,"R",1000,"R",6684,"R",6919,"R",6957,"R",7280,"R",3636,"R",3802,"R",4430,"R",4336,"R",6684,"R",6919,"R",6957,"R",7280,"R",3636,"R",3802,"R",4430,"R",4336,"R",3636,"R",3802,"R",4430,"R",4336
200590,"R",10310,"R",750,"R",396,"R",10310,"R",750,"R",396,"R",10310,"R",750,"R",396,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9960,"R",500,"R",10460,"R",10002,"R",500,"R",10502,"R",10302,"R",750,"R",11052,"R",10310,"R",750,"R",11060,.,.,"R",9960,"R",500,"R",10460,"R",10002,"R",500,"R",10502,"R",10302,"R",750,"R",11052,"R",10310,"R",750,"R",11060,.,.,"R",9960,"R",500,"R",10460,"R",10002,"R",500,"R",10502,"R",10302,"R",750,"R",11052,"R",10310,"R",750,"R",11060,.,.,"R",3439,"R",3500,"R",3426,"R",3450,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5000,"R",5000,"R",5000,"R",5000,"R",3740,"R",3740,"R",3740,"R",3740,"R",4209,"R",4209,"R",4209,"R",4209
200697,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19488,"R",0,"R",406,"R",19488,"Z",0,"R",406,"R",19488,"Z",0,"R",406,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
200785,"R",12360,"R",1060,"R",515,"R",12360,"R",1060,"R",515,"R",12360,"R",1060,"R",515,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13320,"R",880,"R",14200,"R",13320,"R",880,"R",14200,"R",11820,"R",930,"R",12750,"R",12360,"R",1060,"R",13420,.,.,"R",13320,"R",880,"R",14200,"R",13320,"R",880,"R",14200,"R",11820,"R",930,"R",12750,"R",12360,"R",1060,"R",13420,.,.,"R",13320,"R",880,"R",14200,"R",13320,"R",880,"R",14200,"R",11820,"R",930,"R",12750,"R",12360,"R",1060,"R",13420,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11232,"R",9243,"R",9243,"R",8928,"R",6318,"R",5202,"R",5202,"R",6066,"R",8775,"R",2601,"R",2601,"R",3033
200800,"R",10399,"R",2400,"R",433,"R",10399,"R",2400,"R",433,"R",14839,"R",2400,"R",618,"R",8325,"R",1086,"R",463,"R",8325,"R",1086,"R",463,"R",14085,"R",1086,"R",783,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",22359,"R",3756,"R",22359,"R",3856,"R",9793,"R",2285,"R",12078,"R",9793,"R",2285,"R",12078,"R",10097,"R",2330,"R",12427,"R",10399,"R",2400,"R",12799,0,0,"R",9793,"R",2285,"R",12078,"R",9793,"R",2285,"R",12078,"R",10097,"R",2330,"R",12427,"R",10399,"R",2400,"R",12799,0,0,"R",13215,"R",2285,"R",15500,"R",13215,"R",2285,"R",15500,"R",13170,"R",2330,"R",15500,"R",14839,"R",2400,"R",17239,0,0,"R",1000,"R",1000,"R",1000,"R",1200,"R",12960,"R",10424,"R",11070,"R",11070,"R",2520,"R",2520,"R",2520,"R",3596,"R",12960,"R",12960,"R",11490,"R",10590,"R",3120,"R",3120,"R",3196,"R",3996,"R",3066,"R",3066,"R",3066,"R",3996
200846,"R",7008,"R",691,"R",292,"R",7008,"R",691,"R",292,"R",13681,"R",691,"R",570,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5940,"R",176,"R",6116,"R",5940,"R",565,"R",6505,"R",6617,"R",674,"R",7291,"R",7008,"R",691,"R",7699,0,0,"R",5940,"R",176,"R",6116,"R",5940,"R",565,"R",6505,"R",6617,"R",674,"R",7291,"R",7008,"R",691,"R",7699,0,0,"R",5940,"R",176,"R",6116,"R",5940,"R",565,"R",6505,"R",6617,"R",674,"R",7291,"R",13681,"R",691,"R",14372,0,0,"R",1000,"R",1000,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12296,"R",12960,"R",12960,"R",12960,"R",3120,"R",3120,"R",3120,"R",3120,"R",3066,"R",3066,"R",3066,"R",3066
200873,"R",6400,"R",400,"R",200,"R",6400,"R",400,"R",200,"R",6400,"R",400,"R",200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6400,"R",400,"R",6800,"R",6400,"R",400,"R",6800,"R",6400,"R",400,"R",6800,"R",6400,"R",400,"R",6800,.,.,"R",6400,"R",400,"R",6800,"R",6400,"R",400,"R",6800,"R",6400,"R",400,"R",6800,"R",6400,"R",400,"R",6800,.,.,"R",6400,"R",400,"R",6800,"R",6400,"R",400,"R",6800,"R",6400,"R",400,"R",6800,"R",6400,"R",400,"R",6800,.,.,"R",800,"R",800,"R",800,"R",800,"R",4000,"R",4000,"R",4000,"R",4000,"R",3012,"R",3012,"R",3012,"R",3012,"R",4050,"R",4050,"R",4050,"R",4050,"R",3620,"R",3620,"R",3620,"R",3620,"R",3620,"R",3620,"R",3620,"R",3620
201061,"R",35203,"R",2750,"R",1409,"R",35203,"R",2750,"R",1409,"R",35203,"R",2750,"R",1409,"R",11715,"R",0,"R",1065,"R",11715,"Z",0,"R",1065,"R",11715,"Z",0,"R",1065,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",32964,"R",1890,"R",34854,"R",33400,"R",1990,"R",35390,"R",35404,"R",1990,"R",37394,"R",37500,"R",2750,"R",40250,0,.,"R",32964,"R",1890,"R",34854,"R",33400,"R",1990,"R",35390,"R",35404,"R",1990,"R",37394,"R",37500,"R",2750,"R",40250,0,.,"R",32964,"R",1890,"R",34854,"R",33400,"R",1990,"R",35390,"R",35404,"R",1990,"R",37394,"R",37500,"R",2750,"R",40250,0,.,"R",1500,"R",1500,"R",1500,"R",1500,"R",9500,"R",10500,"R",10500,"R",10325,"R",2600,"R",2600,"R",2600,"R",2850,"R",7200,"R",8200,"R",10500,"R",10500,"R",3100,"R",3100,"R",2600,"R",2850,"R",3100,"R",3100,"R",2600,"R",2850
201104,"R",25200,"R",1190,"R",940,"R",25200,"R",1190,"R",940,"R",25200,"R",1190,"R",940,"R",7776,"R",0,"R",648,"R",7776,"Z",0,"R",648,"R",7776,"Z",0,"R",648,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22000,"R",1060,"R",23060,"R",22990,"R",1090,"R",24080,"R",25200,"R",1140,"R",26340,"R",27720,"R",1190,"R",28910,.,.,"R",22000,"R",1060,"R",23060,"R",22990,"R",1090,"R",24080,"R",25200,"R",1140,"R",26340,"R",27720,"R",1190,"R",28910,.,.,"R",22000,"R",1060,"R",23060,"R",22990,"R",1090,"R",24080,"R",25200,"R",1140,"R",26340,"R",27720,"R",1190,"R",28910,.,.,"R",912,"R",912,"R",912,"R",912,"R",10640,"R",10940,"R",11440,"R",11960,"R",2596,"R",2596,"R",3560,"R",2596,"R",5500,"R",5500,"R",8142,"R",5500,"R",3728,"R",3728,"R",4456,"R",3728,"R",3728,"R",3728,"R",4456,"R",3728
201140,"A",.,"A",.,"R",250,"A",.,"A",.,"R",250,"A",.,"A",.,"R",250,"R",22000,"R",0,"R",600,"R",22000,"Z",0,"R",600,"R",22000,"Z",0,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
201177,"R",18754,"R",1100,"R",800,"R",18754,"R",1100,"R",800,"R",18754,"R",1100,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17850,"R",1100,"R",18950,"R",18210,"R",1100,"R",19310,"R",18210,"R",1100,"R",19310,"R",18754,"R",1100,"R",19854,.,.,"R",17850,"R",1100,"R",18950,"R",18210,"R",1100,"R",19310,"R",18210,"R",1100,"R",19310,"R",18754,"R",1100,"R",19854,.,.,"R",17850,"R",1100,"R",18950,"R",18210,"R",1100,"R",19310,"R",18210,"R",1100,"R",19310,"R",18754,"R",1100,"R",19854,.,.,"R",1546,"R",1546,"R",1546,"R",1546,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7456,"R",7456,"R",7456,"R",7456,"R",5182,"R",5182,"R",5182,"R",5182,"R",5182,"R",5182,"R",5182,"R",5182
201195,"R",37686,"R",400,"R",1003,"R",37686,"R",400,"R",1003,"R",37686,"R",400,"R",1003,"R",12168,"R",0,"R",661,"R",12168,"Z",0,"R",661,"R",12168,"Z",0,"R",661,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",34504,"R",0,"R",34504,"R",35366,"R",600,"R",35966,"R",36250,"R",600,"R",36850,"R",37338,"R",600,"R",37938,.,.,"R",34504,"R",0,"R",34504,"R",35366,"R",600,"R",35966,"R",36250,"R",600,"R",36850,"R",37338,"R",600,"R",37938,.,.,"R",34504,"R",0,"R",34504,"R",35366,"R",600,"R",35966,"R",36250,"R",600,"R",36850,"R",37338,"R",600,"R",37938,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"R",11946,"R",12424,"R",12796,"R",13180,"R",6400,"R",6400,"R",6400,"R",6340,"R",11264,"R",11264,"R",11264,"R",13818,"R",7000,"R",7000,"R",7000,"R",7200,"R",7000,"R",7000,"R",7000,"R",7200
201283,"R",3140,"R",1675,"R",126,"R",3140,"R",1675,"R",126,"R",5850,"R",1675,"R",300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3010,"R",1580,"R",4590,"R",2898,"R",1440,"R",4338,"R",3140,"R",1560,"R",4700,"R",3140,"R",1675,"R",4815,.,.,"R",3010,"R",1580,"R",4590,"R",2898,"R",1440,"R",4338,"R",3140,"R",1560,"R",4700,"R",3140,"R",1675,"R",4815,.,.,"R",5720,"R",1580,"R",7300,"R",5400,"R",1440,"R",6840,"R",5850,"R",1560,"R",7410,"R",5850,"R",1675,"R",7525,.,.,"R",1200,"R",1200,"R",1400,"R",1508,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3144,"R",3144,"R",3200,"R",4606,"R",3464,"R",3464,"R",3512,"R",4922,"R",3464,"R",3464,"R",3512,"R",4922
